drug,symptom,indication
519,118,0.0
171,164,0.0
278,93,0.0
390,169,0.0
307,18,0.0
179,137,0.0
651,19,0.0
14,134,0.0
314,28,1.0
100,3,0.0
678,64,0.0
751,130,0.0
768,46,0.0
204,2,0.0
320,17,0.0
141,68,1.0
49,66,1.0
358,3,0.0
777,66,1.0
178,110,1.0
587,87,1.0
525,173,1.0
527,110,1.0
365,16,1.0
282,154,1.0
698,67,1.0
457,166,0.0
728,75,1.0
531,4,0.0
223,26,0.0
17,80,0.0
78,74,1.0
655,53,1.0
19,75,1.0
190,12,0.0
169,89,0.0
566,4,0.0
194,160,0.0
242,124,0.0
556,37,0.0
279,168,1.0
206,23,1.0
560,72,0.0
411,87,1.0
427,87,1.0
173,75,1.0
154,168,0.0
244,129,0.0
184,138,0.0
391,68,1.0
96,36,0.0
757,1,1.0
70,67,1.0
585,134,1.0
499,54,0.0
585,75,1.0
368,68,1.0
81,154,1.0
577,75,1.0
490,66,1.0
298,64,0.0
153,9,0.0
337,1,1.0
413,100,0.0
8,156,0.0
612,158,0.0
461,66,1.0
720,137,0.0
279,53,1.0
472,45,0.0
366,90,1.0
755,8,1.0
234,86,0.0
594,131,0.0
766,75,1.0
116,75,1.0
750,75,1.0
253,118,1.0
754,44,0.0
559,121,0.0
342,130,0.0
133,168,1.0
342,110,1.0
689,136,0.0
150,96,0.0
258,90,1.0
626,4,0.0
768,1,1.0
515,1,0.0
672,75,1.0
229,87,1.0
17,87,1.0
744,90,1.0
441,75,1.0
128,44,0.0
405,87,1.0
544,129,0.0
408,75,1.0
469,114,0.0
101,108,1.0
96,75,1.0
487,87,1.0
763,141,0.0
586,45,0.0
558,94,0.0
522,87,1.0
141,8,1.0
214,154,0.0
325,64,0.0
162,87,1.0
773,87,1.0
193,138,1.0
587,123,1.0
385,75,1.0
700,84,0.0
193,146,0.0
584,76,0.0
163,54,0.0
282,87,1.0
524,87,1.0
336,75,1.0
312,53,1.0
229,84,0.0
520,67,1.0
385,125,0.0
522,75,1.0
704,88,1.0
472,19,0.0
123,88,1.0
93,110,1.0
316,56,0.0
36,143,0.0
667,85,0.0
121,145,0.0
667,141,0.0
354,119,0.0
549,7,0.0
355,75,1.0
777,87,1.0
527,66,1.0
212,136,0.0
207,108,1.0
419,158,0.0
61,87,1.0
100,53,1.0
458,90,1.0
260,173,0.0
93,75,1.0
366,168,1.0
521,87,1.0
697,42,0.0
73,10,0.0
403,90,1.0
552,12,0.0
516,145,0.0
48,104,0.0
296,57,0.0
483,75,1.0
73,166,0.0
590,28,0.0
686,70,0.0
372,40,0.0
585,62,0.0
519,143,0.0
781,87,1.0
223,16,1.0
208,24,0.0
649,110,1.0
56,116,0.0
93,101,0.0
672,60,1.0
669,35,0.0
182,21,0.0
27,24,0.0
42,59,0.0
739,75,1.0
286,16,0.0
402,14,0.0
209,150,0.0
760,33,0.0
225,171,0.0
81,172,0.0
440,68,1.0
542,130,0.0
339,58,1.0
268,87,1.0
306,66,1.0
329,93,1.0
629,22,0.0
397,3,0.0
74,87,1.0
335,87,1.0
332,53,1.0
157,77,0.0
360,19,0.0
442,152,0.0
447,30,0.0
327,6,0.0
354,3,0.0
682,75,1.0
276,53,1.0
243,88,0.0
302,87,1.0
776,6,0.0
650,163,0.0
62,75,1.0
571,133,0.0
97,75,1.0
449,21,0.0
603,99,0.0
453,96,0.0
654,128,0.0
414,126,0.0
605,74,0.0
5,87,0.0
541,154,0.0
755,110,1.0
300,13,0.0
141,120,0.0
612,11,0.0
195,87,1.0
500,87,1.0
587,68,1.0
738,80,0.0
547,170,0.0
248,40,0.0
527,67,1.0
646,126,0.0
129,20,0.0
462,75,1.0
228,35,0.0
763,87,1.0
159,151,0.0
547,22,0.0
717,75,1.0
493,159,0.0
594,87,1.0
797,86,0.0
752,159,0.0
772,15,0.0
173,139,0.0
154,75,1.0
38,13,0.0
758,87,1.0
744,66,1.0
309,169,0.0
791,75,1.0
402,67,0.0
292,2,0.0
490,88,0.0
49,63,0.0
789,118,1.0
750,67,1.0
317,81,0.0
139,104,0.0
589,53,1.0
689,126,0.0
744,67,1.0
544,19,0.0
596,50,0.0
614,110,1.0
612,67,1.0
521,8,1.0
793,87,1.0
28,161,0.0
341,87,1.0
742,18,0.0
566,128,0.0
683,74,0.0
622,27,0.0
310,33,1.0
367,1,1.0
384,51,1.0
70,75,1.0
464,154,1.0
509,129,0.0
789,75,1.0
253,67,1.0
698,87,1.0
289,55,0.0
279,67,1.0
210,66,1.0
337,108,1.0
666,90,1.0
552,16,0.0
327,115,0.0
322,44,0.0
179,21,0.0
712,46,1.0
459,83,0.0
4,67,1.0
140,75,1.0
277,87,1.0
563,81,0.0
386,16,1.0
449,33,1.0
291,140,0.0
617,90,0.0
225,168,0.0
640,28,1.0
327,164,0.0
253,154,1.0
193,87,1.0
237,154,1.0
788,105,0.0
597,104,0.0
525,138,1.0
627,78,0.0
321,87,1.0
339,88,1.0
156,67,1.0
347,42,0.0
